countryName_,year_,value_Usd_,status_,continent_
Costa Rica,1995,15740000.00,Normal value,North America
Costa Rica,1996,13510000.00,Normal value,North America
Costa Rica,1997,17250000.00,Normal value,North America
Costa Rica,1998,32360000.00,Normal value,North America
Costa Rica,1999,208320000.00,Normal value,North America
Costa Rica,2003,114900000.00,Normal value,North America
Costa Rica,2004,37580000.00,Normal value,North America
Costa Rica,2005,21900000.00,Normal value,North America
Costa Rica,2006,61830000.00,Normal value,North America
Costa Rica,2007,71690000.00,Normal value,North America
Costa Rica,2008,54460000.00,Normal value,North America
Costa Rica,2009,31340000.00,Normal value,North America
Costa Rica,2010,41350000.00,Normal value,North America
Costa Rica,2011,36830000.00,Normal value,North America
Costa Rica,2012,33600000.00,Normal value,North America
Costa Rica,2013,66100000.00,Normal value,North America
Costa Rica,2014,121660000.00,Normal value,North America
Costa Rica,2015,51860000.00,Normal value,North America
Costa Rica,2016,35960000.00,Normal value,North America
Costa Rica,2017,55370000.00,Normal value,North America
Costa Rica,2018,46230000.00,Normal value,North America
Costa Rica,2019,36600000.00,Normal value,North America
Costa Rica,2020,30280000.00,Normal value,North America
Costa Rica,2021,32310000.00,Normal value,North America
Costa Rica,2022,43710000.00,Normal value,North America
Croatia,1993,13200000.00,Normal value,Europe
Croatia,1994,13200000.00,Normal value,Europe
Croatia,1995,308000000.00,Normal value,Europe
Croatia,1996,178720000.00,Normal value,Europe
Croatia,1997,242360000.00,Normal value,Europe
Croatia,1998,100040000.00,Normal value,Europe
Croatia,1999,68810000.00,Normal value,Europe
Croatia,2000,189230000.00,Normal value,Europe
Croatia,2001,115900000.00,Normal value,Europe
Croatia,2002,160170000.00,Normal value,Europe
Croatia,2003,246530000.00,Normal value,Europe
Croatia,2004,464980000.00,Normal value,Europe
Croatia,2005,756920000.00,Normal value,Europe
Croatia,2006,1876170000.00,Normal value,Europe
Croatia,2007,4386100000.00,Normal value,Europe
Croatia,2008,3215960000.00,Normal value,Europe
Croatia,2009,1461890000.00,Normal value,Europe
Croatia,2010,1049850000.00,Normal value,Europe
Croatia,2011,926790000.00,Normal value,Europe
Croatia,2012,542700000.00,Normal value,Europe
Croatia,2013,553800000.00,Normal value,Europe
Croatia,2014,490100000.00,Normal value,Europe
Croatia,2015,423780000.00,Normal value,Europe
Croatia,2016,317770000.00,Normal value,Europe
Croatia,2017,432312165.66,Normal value,Europe
Croatia,2018,247230000.00,Normal value,Europe
Croatia,2019,328510000.00,Normal value,Europe
Croatia,2020,372870000.00,Normal value,Europe
Croatia,2021,261930000.00,Normal value,Europe
Croatia,2022,243640000.00,Normal value,Europe
Croatia,2023,296090000.00,Normal value,Europe
Croatia,2024,283170000.00,Normal value,Europe
Cyprus,1993,28100000.00,Normal value,Europe
Cyprus,1994,88200000.00,Normal value,Europe
Cyprus,1995,296700000.00,Normal value,Europe
Cyprus,1996,458500000.00,Normal value,Europe
Cyprus,1997,402500000.00,Normal value,Europe
Cyprus,1998,700300000.00,Normal value,Europe
Cyprus,1999,6409000000.00,Normal value,Europe
Cyprus,2000,9541300000.00,Normal value,Europe
Cyprus,2001,3148800000.00,Normal value,Europe
Cyprus,2002,668000000.00,Normal value,Europe
Cyprus,2003,310300000.00,Normal value,Europe
Cyprus,2004,264700000.00,Normal value,Europe
Cyprus,2005,472800000.00,Normal value,Europe
Cyprus,2006,3146500000.00,Normal value,Europe
Cyprus,2007,4464700000.00,Normal value,Europe
Cyprus,2008,1794400000.00,Normal value,Europe
Cyprus,2009,1761280000.00,Normal value,Europe
Cyprus,2010,742500000.00,Normal value,Europe
Cyprus,2011,449200000.00,Normal value,Europe
Cyprus,2012,294610000.00,Normal value,Europe
Cyprus,2013,41220000.00,Normal value,Europe
Cyprus,2014,56610000.00,Normal value,Europe
Cyprus,2015,130900000.00,Normal value,Europe
Cyprus,2016,74231207.29,Normal value,Europe
Cyprus,2017,69126963.59,Normal value,Europe
Cyprus,2018,55760000.00,Normal value,Europe
Cyprus,2019,56020000.00,Normal value,Europe
Cyprus,2020,38970000.00,Normal value,Europe
Cyprus,2021,28650000.00,Normal value,Europe
Cyprus,2022,46250000.00,Normal value,Europe
Cyprus,2023,86530000.00,Normal value,Europe
Cyprus,2024,153400000.00,Normal value,Europe
Czechia,1993,237500000.00,Normal value,Europe
Czechia,1994,1527300000.00,Normal value,Europe
Czechia,1995,2744870000.00,Normal value,Europe
Czechia,1996,6329680000.00,Normal value,Europe
Czechia,1997,5712390000.00,Normal value,Europe
Czechia,1998,4725690000.00,Normal value,Europe
Czechia,1999,3933790000.00,Normal value,Europe
Czechia,2000,6650030000.00,Normal value,Europe
Czechia,2001,3448100000.00,Normal value,Europe
Czechia,2002,5922260000.00,Normal value,Europe
Czechia,2003,8768390000.00,Normal value,Europe
Czechia,2004,18009920000.00,Normal value,Europe
Czechia,2005,34340240000.00,Normal value,Europe
Czechia,2006,28778550000.00,Normal value,Europe
Czechia,2007,37788550000.00,Normal value,Europe
Czechia,2008,32280700000.00,Normal value,Europe
Czechia,2009,26637000000.00,Normal value,Europe
Czechia,2010,22077000000.00,Normal value,Europe
Czechia,2011,20608000000.00,Normal value,Europe
Czechia,2012,17535000000.00,Normal value,Europe
Czechia,2013,12269000000.00,Normal value,Europe
Czechia,2014,10777000000.00,Normal value,Europe
Czechia,2018,5159310000.00,Normal value,Europe
Czechia,2019,3830590000.00,Normal value,Europe
Czechia,2020,4228900000.00,Normal value,Europe
Czechia,2021,5011980000.00,Normal value,Europe
Czechia,2022,5655140000.00,Normal value,Europe
Czechia,2023,4660790000.00,Normal value,Europe
Czechia,2024,3610430000.00,Normal value,Europe
Cote dIvoire,1998,19020000.00,Normal value,Africa
Cote dIvoire,1999,75420000.00,Normal value,Africa
Cote dIvoire,2000,32990000.00,Normal value,Africa
Cote dIvoire,2001,8600000.00,Normal value,Africa
Cote dIvoire,2002,17490000.00,Normal value,Africa
Cote dIvoire,2003,24310000.00,Normal value,Africa
Cote dIvoire,2004,50170000.00,Normal value,Africa
Cote dIvoire,2005,34960000.00,Normal value,Africa
Cote dIvoire,2006,107040000.00,Normal value,Africa
Cote dIvoire,2007,164360000.00,Normal value,Africa
Cote dIvoire,2008,291860000.00,Normal value,Africa
Cote dIvoire,2009,240600000.00,Normal value,Africa
Cote dIvoire,2010,227010000.00,Normal value,Africa
Cote dIvoire,2011,116580000.00,Normal value,Africa
Cote dIvoire,2012,174200000.00,Normal value,Africa
Cote dIvoire,2013,367370000.00,Normal value,Africa
Cote dIvoire,2014,398980000.00,Normal value,Africa
Cote dIvoire,2015,521850000.00,Normal value,Africa
Cote dIvoire,2019,150790000.00,Normal value,Africa
Cote dIvoire,2020,169100000.00,Normal value,Africa
Denmark,1975,54000000.00,Normal value,Europe
Denmark,1976,65000000.00,Normal value,Europe
Denmark,1977,49000000.00,Normal value,Europe
Denmark,1978,62000000.00,Normal value,Europe
Denmark,1979,62890000.00,Normal value,Europe
Denmark,1980,54560000.00,Normal value,Europe
Denmark,1981,56930000.00,Normal value,Europe
Denmark,1982,55820000.00,Normal value,Europe
Denmark,1983,168030000.00,Normal value,Europe
Denmark,1984,159420000.00,Normal value,Europe
Denmark,1985,1505520000.00,Normal value,Europe
Denmark,1986,2055870000.00,Normal value,Europe
Denmark,1987,2145550000.00,Normal value,Europe
Denmark,1988,5000290000.00,Normal value,Europe
Denmark,1989,13998180000.00,Normal value,Europe
Denmark,1990,11894040000.00,Normal value,Europe
Denmark,1991,10036490000.00,Normal value,Europe
Denmark,1992,15204790000.00,Normal value,Europe
Denmark,1993,20028360000.00,Normal value,Europe
Denmark,1994,25793870000.00,Normal value,Europe
Denmark,1995,26206400000.00,Normal value,Europe
Denmark,1996,33809000000.00,Normal value,Europe
Denmark,1997,43861170000.00,Normal value,Europe
Denmark,1998,67133470000.00,Normal value,Europe
Denmark,1999,55562340000.00,Normal value,Europe
Denmark,2000,89909810000.00,Normal value,Europe
Denmark,2001,66026060000.00,Normal value,Europe
Denmark,2002,32507890000.00,Normal value,Europe
Denmark,2003,43877390000.00,Normal value,Europe
Denmark,2004,68190070000.00,Normal value,Europe
Ecuador,1994,71300000.00,Normal value,South America
Ecuador,1995,112500000.00,Normal value,South America
Ecuador,1996,70200000.00,Normal value,South America
Ecuador,1997,62200000.00,Normal value,South America
Ecuador,1998,9400000.00,Normal value,South America
Ecuador,1999,18300000.00,Normal value,South America
Ecuador,2000,18300000.00,Normal value,South America
Ecuador,2001,4800000.00,Normal value,South America
Ecuador,2002,13200000.00,Normal value,South America
Estonia,1998,691000000.00,Normal value,Europe
Estonia,1999,280400000.00,Normal value,Europe
Estonia,2000,332100000.00,Normal value,Europe
Estonia,2001,258300000.00,Normal value,Europe
Estonia,2002,230600000.00,Normal value,Europe
Estonia,2003,615200000.00,Normal value,Europe
Estonia,2004,899200000.00,Normal value,Europe
Eswatini,1994,2100000.00,Normal value,Africa
Eswatini,1995,380000.00,Normal value,Africa
Eswatini,1996,371760000.00,Normal value,Africa
Eswatini,1997,357320000.00,Normal value,Africa
Eswatini,1998,201200000.00,Normal value,Africa
Eswatini,1999,150000.00,Normal value,Africa
Eswatini,2000,210000.00,Normal value,Africa
Eswatini,2001,8500000.00,Normal value,Africa
Eswatini,2002,180000.00,Normal value,Africa
Eswatini,2003,50000.00,Normal value,Africa
Eswatini,2004,40000.00,Normal value,Africa
Eswatini,2005,30000.00,Normal value,Africa
Eswatini,2006,60000.00,Normal value,Africa
Eswatini,2007,3540000.00,Normal value,Africa
Finland,1982,137600000.00,Normal value,Europe
Finland,1983,239160000.00,Normal value,Europe
Finland,1984,384000000.00,Normal value,Europe
Finland,1985,574030000.00,Normal value,Europe
Finland,1986,1976180000.00,Normal value,Europe
Finland,1987,6735730000.00,Normal value,Europe
Finland,1988,7099740000.00,Normal value,Europe
Finland,1989,7784920000.00,Normal value,Europe
Finland,1990,4138690000.00,Normal value,Europe
Finland,1991,1513030000.00,Normal value,Europe
Finland,1992,1958120000.00,Normal value,Europe
Finland,1993,7809610000.00,Normal value,Europe
Finland,1994,13296000000.00,Normal value,Europe
Finland,1995,19206500000.00,Normal value,Europe
Finland,1996,4532410000.00,Normal value,Europe
Finland,1997,34654130000.00,Normal value,Europe
Finland,1998,63595810000.00,Normal value,Europe
Finland,1999,105065650000.00,Normal value,Europe
Finland,2000,210660030000.00,Normal value,Europe
Finland,2001,179015230000.00,Normal value,Europe
Finland,2002,143783330000.00,Normal value,Europe
Finland,2003,142323710000.00,Normal value,Europe
Finland,2004,188759280000.00,Normal value,Europe
France,1975,5644990000.00,Normal value,Europe
France,1976,4013970000.00,Normal value,Europe
France,1977,3488000000.00,Normal value,Europe
France,1978,9519000000.00,Normal value,Europe
France,1979,9431940000.00,Normal value,Europe
France,1980,9418460000.00,Normal value,Europe
France,1981,7945300000.00,Normal value,Europe
France,1982,7161340000.00,Normal value,Europe
France,1983,7619230000.00,Normal value,Europe
France,1984,7006760000.00,Normal value,Europe
France,1985,17435720000.00,Normal value,Europe
France,1986,55352670000.00,Normal value,Europe
France,1987,89407880000.00,Normal value,Europe
France,1988,64377790000.00,Normal value,Europe
France,1989,110818280000.00,Normal value,Europe
France,1990,122115810000.00,Normal value,Europe
France,1991,123463900000.00,Normal value,Europe
France,1992,116743530000.00,Normal value,Europe
France,1993,160583800000.00,Normal value,Europe
France,1994,205528880000.00,Normal value,Europe
France,1995,211257340000.00,Normal value,Europe
France,1996,269928220000.00,Normal value,Europe
France,1997,393446810000.00,Normal value,Europe
France,1998,603976050000.00,Normal value,Europe
France,1999,723606290000.00,Normal value,Europe
France,2000,1080301380000.00,Normal value,Europe
France,2001,980888380000.00,Normal value,Europe
France,2002,1032545060000.00,Normal value,Europe
France,2003,1103021950000.00,Normal value,Europe
France,2004,1323735230000.00,Normal value,Europe
France,2005,1271455120000.00,Normal value,Europe
France,2006,2015577290000.00,Normal value,Europe
France,2007,2895762310000.00,Normal value,Europe
France,2008,2405976410000.00,Normal value,Europe
France,2009,1284109570000.00,Normal value,Europe
France,2010,1350174790000.00,Normal value,Europe
France,2011,1329956610000.00,Normal value,Europe
France,2012,1074477150000.00,Normal value,Europe
France,2013,1105516960000.00,Normal value,Europe
France,2014,1168618040000.00,Normal value,Europe
France,2015,1328364110000.00,Normal value,Europe
Germany,1975,10495060000.00,Normal value,Europe
Germany,1976,10564960000.00,Normal value,Europe
Germany,1977,13172000000.00,Normal value,Europe
Germany,1978,18804000000.00,Normal value,Europe
Germany,1979,14821250000.00,Normal value,Europe
Germany,1980,14148550000.00,Normal value,Europe
Germany,1981,13701440000.00,Normal value,Europe
Germany,1982,14795290000.00,Normal value,Europe
Germany,1983,30886260000.00,Normal value,Europe
Germany,1984,26907560000.00,Normal value,Europe
Germany,1985,85608420000.00,Normal value,Europe
Germany,1986,151830690000.00,Normal value,Europe
Germany,1987,424407210000.00,Normal value,Europe
Germany,1988,345321000000.00,Normal value,Europe
Germany,1989,348053300000.00,Normal value,Europe
Germany,1990,542481790000.00,Normal value,Europe
Germany,1991,437577310000.00,Normal value,Europe
Germany,1992,430083960000.00,Normal value,Europe
Germany,1993,529576730000.00,Normal value,Europe
Germany,1994,603703230000.00,Normal value,Europe
Germany,1995,580134700000.00,Normal value,Europe
Germany,1996,149809670000.00,Normal value,Europe
Germany,1997,988221460000.00,Normal value,Europe
Germany,1998,1468731990000.00,Normal value,Europe
Germany,1999,1308493540000.00,Normal value,Europe
Germany,2000,1827236880000.00,Normal value,Europe
Germany,2001,1301049770000.00,Normal value,Europe
Germany,2002,871757290000.00,Normal value,Europe
Germany,2003,1017280520000.00,Normal value,Europe
Germany,2004,1181299170000.00,Normal value,Europe
Germany,2005,1288068410000.00,Normal value,Europe
Germany,2006,1950838200000.00,Normal value,Europe
Germany,2007,3254836700000.00,Normal value,Europe
Germany,2008,4189639200000.00,Normal value,Europe
Germany,2009,1787794400000.00,Normal value,Europe
Germany,2010,1494656830000.00,Normal value,Europe
Germany,2011,1573604310000.00,Normal value,Europe
Germany,2012,1249945420000.00,Normal value,Europe
Germany,2013,1312611820000.00,Normal value,Europe
Germany,2014,1269066800000.00,Normal value,Europe
Germany,2015,1444613090000.00,Normal value,Europe
Germany,2016,1124111807137.43,Normal value,Europe
Germany,2017,1558599058819.02,Normal value,Europe
Germany,2018,1629641870000.00,Normal value,Europe
Germany,2019,1362905830000.00,Normal value,Europe
Germany,2020,1835769070000.00,Normal value,Europe
Germany,2021,1526211440000.00,Normal value,Europe
Germany,2022,1292671760000.00,Normal value,Europe
Germany,2023,1041359820000.00,Normal value,Europe
Germany,2024,923998030000.00,Normal value,Europe
Ghana,1993,4100000.00,Normal value,Africa
Ghana,1994,69000000.00,Normal value,Africa
Ghana,1995,18850000.00,Normal value,Africa
Ghana,1996,16150000.00,Normal value,Africa
Ghana,1997,41310000.00,Normal value,Africa
Ghana,1998,57270000.00,Normal value,Africa
Ghana,1999,19890000.00,Normal value,Africa
Ghana,2000,6960000.00,Normal value,Africa
Ghana,2001,12500000.00,Normal value,Africa
Ghana,2002,10000000.00,Normal value,Africa
Ghana,2003,43990000.00,Normal value,Africa
Ghana,2004,72880000.00,Normal value,Africa
Ghana,2005,51000000.00,Normal value,Africa
Ghana,2006,51600000.00,Normal value,Africa
Ghana,2007,145400000.00,Normal value,Africa
Ghana,2008,286800000.00,Normal value,Africa
Ghana,2009,51800000.00,Normal value,Africa
Ghana,2010,101800000.00,Normal value,Africa
Ghana,2011,254100000.00,Normal value,Africa
Ghana,2012,51000000.00,Normal value,Africa
Ghana,2013,192900000.00,Normal value,Africa
Ghana,2019,8820000.00,Normal value,Africa
Ghana,2020,32660000.00,Normal value,Africa
Ghana,2021,27080000.00,Normal value,Africa
Ghana,2022,62230000.00,Normal value,Africa
Ghana,2023,28370000.00,Normal value,Africa
Ghana,2024,78530000.00,Normal value,Africa
Greece,1980,291000000.00,Normal value,Europe
Greece,1981,189000000.00,Normal value,Europe
Greece,1982,132000000.00,Normal value,Europe
Greece,1983,64000000.00,Normal value,Europe
Greece,1984,48000000.00,Normal value,Europe
Greece,1985,71000000.00,Normal value,Europe
Greece,1986,107000000.00,Normal value,Europe
Greece,1987,1202000000.00,Normal value,Europe
Greece,1988,832000000.00,Normal value,Europe
Greece,1989,1429000000.00,Normal value,Europe
Greece,1990,7977000000.00,Normal value,Europe
Greece,1991,4785000000.00,Normal value,Europe
Greece,1992,2755000000.00,Normal value,Europe
Greece,1993,5037000000.00,Normal value,Europe
Greece,1994,5008500000.00,Normal value,Europe
Greece,1995,5950100000.00,Normal value,Europe
Greece,1996,8234400000.00,Normal value,Europe
Greece,1997,21136600000.00,Normal value,Europe
Greece,1998,50019500000.00,Normal value,Europe
Greece,1999,183894700000.00,Normal value,Europe
Greece,2000,91619800000.00,Normal value,Europe
Greece,2001,37130260000.00,Normal value,Europe
Greece,2002,20448960000.00,Normal value,Europe
Greece,2003,33877540000.00,Normal value,Europe
Greece,2004,39892350000.00,Normal value,Europe
Greece,2005,49161710000.00,Normal value,Europe
Greece,2006,86545360000.00,Normal value,Europe
Greece,2007,121523700000.00,Normal value,Europe
Greece,2008,81801420000.00,Normal value,Europe
Greece,2009,59313130000.00,Normal value,Europe
Greece,2010,40642980000.00,Normal value,Europe
Greece,2011,22978960000.00,Normal value,Europe
Greece,2012,15077480000.00,Normal value,Europe
Greece,2013,24010790000.00,Normal value,Europe
Greece,2014,33050380000.00,Normal value,Europe
Greece,2015,17942840000.00,Normal value,Europe
Greece,2016,12224003416.86,Normal value,Europe
Greece,2017,15211933446.43,Normal value,Europe
Greece,2018,11885400000.00,Normal value,Europe
Greece,2019,15426070000.00,Normal value,Europe
Greece,2020,16482780000.00,Normal value,Europe
Greece,2021,16489340000.00,Normal value,Europe
Greece,2022,18656540000.00,Normal value,Europe
Greece,2023,29041640000.00,Normal value,Europe
Greece,2024,31265100000.00,Normal value,Europe
"Hong Kong SAR, China",1975,484000000.00,Normal value,Asia
"Hong Kong SAR, China",1976,646000000.00,Normal value,Asia
"Hong Kong SAR, China",1977,327870000.00,Normal value,Asia
"Hong Kong SAR, China",1978,408440000.00,Normal value,Asia
"Hong Kong SAR, China",1979,1073940000.00,Normal value,Asia
"Hong Kong SAR, China",1980,777050000.00,Normal value,Asia
"Hong Kong SAR, China",1986,15316600000.00,Normal value,Asia
"Hong Kong SAR, China",1987,45408110000.00,Normal value,Asia
"Hong Kong SAR, China",1988,23422710000.00,Normal value,Asia
"Hong Kong SAR, China",1989,34582330000.00,Normal value,Asia
"Hong Kong SAR, China",1990,34583770000.00,Normal value,Asia
"Hong Kong SAR, China",1991,38525460000.00,Normal value,Asia
"Hong Kong SAR, China",1992,78452650000.00,Normal value,Asia
"Hong Kong SAR, China",1993,132114100000.00,Normal value,Asia
"Hong Kong SAR, China",1994,125745700000.00,Normal value,Asia
"Hong Kong SAR, China",1995,95588900000.00,Normal value,Asia
"Hong Kong SAR, China",1996,166243900000.00,Normal value,Asia
"Hong Kong SAR, China",1997,453034520000.00,Normal value,Asia
"Hong Kong SAR, China",1998,205945810000.00,Normal value,Asia
"Hong Kong SAR, China",1999,227669000000.00,Normal value,Asia
"Hong Kong SAR, China",2000,372996060000.00,Normal value,Asia
"Hong Kong SAR, China",2001,238191310000.00,Normal value,Asia
"Hong Kong SAR, China",2002,178937670000.00,Normal value,Asia
"Hong Kong SAR, China",2003,272849940000.00,Normal value,Asia
"Hong Kong SAR, China",2004,403727910000.00,Normal value,Asia
"Hong Kong SAR, China",2005,421194600000.00,Normal value,Asia
"Hong Kong SAR, China",2006,755545250000.00,Normal value,Asia
"Hong Kong SAR, China",2007,2015819340000.00,Normal value,Asia
"Hong Kong SAR, China",2008,1568212800000.00,Normal value,Asia
"Hong Kong SAR, China",2009,1413270670000.00,Normal value,Asia
"Hong Kong SAR, China",2010,1487593610000.00,Normal value,Asia
"Hong Kong SAR, China",2011,1436954110000.00,Normal value,Asia
"Hong Kong SAR, China",2012,1076727570000.00,Normal value,Asia
"Hong Kong SAR, China",2013,1267004630000.00,Normal value,Asia
"Hong Kong SAR, China",2014,1450936260000.00,Normal value,Asia
"Hong Kong SAR, China",2015,2068670580000.00,Normal value,Asia
"Hong Kong SAR, China",2016,1351097197683.87,Normal value,Asia
"Hong Kong SAR, China",2017,1953131618025.77,Normal value,Asia
"Hong Kong SAR, China",2018,2266769160000.00,Normal value,Asia
"Hong Kong SAR, China",2019,1822240530000.00,Normal value,Asia
"Hong Kong SAR, China",2020,3069358660000.00,Normal value,Asia
"Hong Kong SAR, China",2021,4068106120000.00,Normal value,Asia
"Hong Kong SAR, China",2022,2848838860000.00,Normal value,Asia
"Hong Kong SAR, China",2023,2279385630000.00,Normal value,Asia
"Hong Kong SAR, China",2024,2996539390000.00,Normal value,Asia
Hungary,2002,6642220000.00,Normal value,Europe
Hungary,2003,8862590000.00,Normal value,Europe
Hungary,2004,14269590000.00,Normal value,Europe
Hungary,2005,22164080000.00,Normal value,Europe
Hungary,2006,30986590000.00,Normal value,Europe
Hungary,2007,47286400000.00,Normal value,Europe
Hungary,2008,27563770000.00,Normal value,Europe
Hungary,2009,27205900000.00,Normal value,Europe
Hungary,2010,26466460000.00,Normal value,Europe
Hungary,2011,15651910000.00,Normal value,Europe
Hungary,2012,10963360000.00,Normal value,Europe
Hungary,2013,10822660000.00,Normal value,Europe
Hungary,2014,7113710000.00,Normal value,Europe
Hungary,2015,7440530000.00,Normal value,Europe
Hungary,2016,7812418043.96,Normal value,Europe
Hungary,2017,10382730752.39,Normal value,Europe
Hungary,2018,9889880000.00,Normal value,Europe
Hungary,2019,8668020000.00,Normal value,Europe
Hungary,2020,11302390000.00,Normal value,Europe
Hungary,2021,8651720000.00,Normal value,Europe
Hungary,2022,9409920000.00,Normal value,Europe
Hungary,2023,6909940000.00,Normal value,Europe
Hungary,2024,7375400000.00,Normal value,Europe
Iceland,1993,13200000.00,Normal value,Europe
Iceland,1994,19500000.00,Normal value,Europe
Iceland,1995,43800000.00,Normal value,Europe
Iceland,1996,84900000.00,Normal value,Europe
Iceland,1997,180900000.00,Normal value,Europe
Iceland,1998,517600000.00,Normal value,Europe
Iceland,1999,1571800000.00,Normal value,Europe
Iceland,2000,2205400000.00,Normal value,Europe
Iceland,2001,1282000000.00,Normal value,Europe
Iceland,2002,3963600000.00,Normal value,Europe
Iceland,2003,7808700000.00,Normal value,Europe
Iceland,2004,11735200000.00,Normal value,Europe
India,2000,512843277404.09,Normal value,Asia
India,2001,248143458382.80,Normal value,Asia
India,2002,196912922278.52,Normal value,Asia
India,2003,282783840505.31,Normal value,Asia
India,2004,377037338892.26,Normal value,Asia
India,2005,473719089409.92,Normal value,Asia
India,2006,637009616429.84,Normal value,Asia
India,2007,1090413525348.74,Normal value,Asia
India,2008,1037255713974.31,Normal value,Asia
India,2009,1050732771502.82,Normal value,Asia
India,2010,1060888757347.98,Normal value,Asia
India,2011,740661117594.71,Normal value,Asia
India,2012,637439438294.27,Normal value,Asia
India,2013,570993690332.57,Normal value,Asia
India,2014,761434863288.32,Normal value,Asia
India,2015,802189246647.97,Normal value,Asia
India,2016,808345072456.11,Normal value,Asia
India,2017,1204808201528.86,Normal value,Asia
India,2018,1259421560000.00,Normal value,Asia
India,2019,1207527310000.00,Normal value,Asia
India,2020,1842421950000.00,Normal value,Asia
India,2021,2299665720000.00,Normal value,Asia
India,2022,1687282050000.00,Normal value,Asia
India,2023,1945003850000.00,Normal value,Asia
India,2024,3347429290000.00,Normal value,Asia
Indonesia,1993,9088400000.00,Normal value,Asia
Indonesia,1994,11787500000.00,Normal value,Asia
Indonesia,1995,14374600000.00,Normal value,Asia
Indonesia,1996,32438700000.00,Normal value,Asia
Indonesia,1997,21994720000.00,Normal value,Asia
Indonesia,1998,12930830000.00,Normal value,Asia
Indonesia,1999,21161630000.00,Normal value,Asia
Indonesia,2000,12901770000.00,Normal value,Asia
Indonesia,2001,9638140000.00,Normal value,Asia
Indonesia,2002,12387720000.00,Normal value,Asia
Indonesia,2003,12760430000.00,Normal value,Asia
Indonesia,2004,21878750000.00,Normal value,Asia
Indonesia,2005,27858890000.00,Normal value,Asia
Indonesia,2006,40323050000.00,Normal value,Asia
Indonesia,2007,94914290000.00,Normal value,Asia
Indonesia,2008,75849340000.00,Normal value,Asia
Indonesia,2009,86073390000.00,Normal value,Asia
Indonesia,2010,104452210000.00,Normal value,Asia
Indonesia,2011,105475470000.00,Normal value,Asia
Indonesia,2012,91929370000.00,Normal value,Asia
Indonesia,2013,98857720000.00,Normal value,Asia
Indonesia,2014,90721490000.00,Normal value,Asia
Indonesia,2015,75045300000.00,Normal value,Asia
Indonesia,2016,90406630406.63,Normal value,Asia
Indonesia,2017,92513090234.80,Normal value,Asia
Indonesia,2018,104652370000.00,Normal value,Asia
Indonesia,2019,117889020000.00,Normal value,Asia
Indonesia,2020,131144740000.00,Normal value,Asia
Indonesia,2021,202772060000.00,Normal value,Asia
Indonesia,2022,194859680000.00,Normal value,Asia
Indonesia,2023,140556740000.00,Normal value,Asia
Indonesia,2024,121529440000.00,Normal value,Asia
Ireland,1995,13327400000.00,Normal value,Europe
Ireland,1996,11794400000.00,Normal value,Europe
Ireland,1997,16003420000.00,Normal value,Europe
Ireland,1998,43099750000.00,Normal value,Europe
Ireland,1999,45080690000.00,Normal value,Europe
Ireland,2000,14714110000.00,Normal value,Europe
Ireland,2001,22484200000.00,Normal value,Europe
Ireland,2002,3139580000.00,Normal value,Europe
Ireland,2003,6103660000.00,Normal value,Europe
Ireland,2004,5977030000.00,Normal value,Europe
Ireland,2005,7806200000.00,Normal value,Europe
Ireland,2006,12079770000.00,Normal value,Europe
Ireland,2007,24661110000.00,Normal value,Europe
Ireland,2008,17562380000.00,Normal value,Europe
Ireland,2009,9880900000.00,Normal value,Europe
Ireland,2010,8869570000.00,Normal value,Europe
Ireland,2011,8171340000.00,Normal value,Europe
Ireland,2012,9374110000.00,Normal value,Europe
Ireland,2013,14901120000.00,Normal value,Europe
Ireland,2014,16573830000.00,Normal value,Europe
Ireland,2015,20929460000.00,Normal value,Europe
Ireland,2016,22345510630.22,Normal value,Europe
Ireland,2017,28924231097.31,Normal value,Europe
Ireland,2018,32083360000.00,Normal value,Europe
Israel,1979,621360000.00,Normal value,Asia
Israel,1980,1657730000.00,Normal value,Asia
Israel,1981,3076120000.00,Normal value,Asia
Israel,1982,4802450000.00,Normal value,Asia
Israel,1983,5374800000.00,Normal value,Asia
Israel,1984,622650000.00,Normal value,Asia
Israel,1985,718900000.00,Normal value,Asia
Israel,1986,2095900000.00,Normal value,Asia
Israel,1987,4828200000.00,Normal value,Asia
Israel,1988,2322300000.00,Normal value,Asia
Israel,1989,3740500000.00,Normal value,Asia
Israel,1990,5257320000.00,Normal value,Asia
Israel,1991,8386040000.00,Normal value,Asia
Israel,1992,13095820000.00,Normal value,Asia
Israel,1993,28782030000.00,Normal value,Asia
Israel,1994,25054020000.00,Normal value,Asia
Israel,1995,8789260000.00,Normal value,Asia
Israel,1996,8100000000.00,Normal value,Asia
Israel,1997,13896080000.00,Normal value,Asia
Israel,1998,13820100000.00,Normal value,Asia
Israel,1999,20933460000.00,Normal value,Asia
Israel,2000,28704830000.00,Normal value,Asia
Israel,2001,14989800000.00,Normal value,Asia
Israel,2002,11370200000.00,Normal value,Asia
Israel,2003,17805460000.00,Normal value,Asia
Israel,2004,30280790000.00,Normal value,Asia
Israel,2005,42441080000.00,Normal value,Asia
Israel,2006,63163660000.00,Normal value,Asia
Israel,2007,99551830000.00,Normal value,Asia
Israel,2008,95990440000.00,Normal value,Asia
Israel,2009,79544090000.00,Normal value,Asia
Israel,2010,108232110000.00,Normal value,Asia
Israel,2011,76610440000.00,Normal value,Asia
Israel,2012,50802180000.00,Normal value,Asia
